Name,Rating,Genre,Release Date,Runtime,Url
Another Gantz,73,"Action,Science Fiction,Mystery",04/22/2011,2h 10m,https://www.themoviedb.org/movie/244478
Run,74,"Thriller,Horror,Drama",11/20/2020,1h 30m,https://www.themoviedb.org/movie/546121
After the Ball,64,Comedy,02/27/2015,1h 41m,https://www.themoviedb.org/movie/309924
The Dyatlov Pass Incident,58,"Thriller,Mystery",08/22/2013,1h 40m,https://www.themoviedb.org/movie/169219
Rudolph the Red-Nosed Reindeer,73,"Animation,Family,TV Movie",12/06/1964,52m,https://www.themoviedb.org/movie/13382
Mean Machine,62,"Comedy,Drama",12/26/2001,1h 39m,https://www.themoviedb.org/movie/9991
Virtuosity,54,"Action,Crime,Science Fiction,Thriller",08/04/1995,1h 46m,https://www.themoviedb.org/movie/9271
Starship Troopers: Invasion,59,"Animation,Action,Science Fiction",08/28/2012,1h 29m,https://www.themoviedb.org/movie/114478
Monster-in-Law,62,"Romance,Comedy",05/13/2005,1h 41m,https://www.themoviedb.org/movie/4379
Say 'I Love You',70,"Drama,Romance",07/12/2014,1h 42m,https://www.themoviedb.org/movie/277806
Horns,63,"Drama,Fantasy,Thriller",10/31/2014,2h,https://www.themoviedb.org/movie/149509
Blood of Redemption,49,"Drama,Action,Thriller,Crime",09/24/2013,1h 25m,https://www.themoviedb.org/movie/220820
Burlesque,72,"Drama,Romance",11/23/2010,1h 59m,https://www.themoviedb.org/movie/42297
The Butterfly Effect 3: Revelations,54,"Science Fiction,Thriller,Drama,Crime",01/09/2009,1h 30m,https://www.themoviedb.org/movie/16258
Flags of Our Fathers,68,"War,Drama,History",10/19/2006,2h 15m,https://www.themoviedb.org/movie/3683
Pokémon the Movie: Diancie and the Cocoon of Destruction,65,"Animation,Family,Adventure,Action,Comedy,Drama",07/19/2014,1h 16m,https://www.themoviedb.org/movie/303903
Widows,65,"Crime,Thriller",11/16/2018,2h 9m,https://www.themoviedb.org/movie/401469
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,61,"Science Fiction,Adventure,Action,Comedy,Family",03/22/1991,1h 28m,https://www.themoviedb.org/movie/1497
Blue Miracle,76,"Adventure,Drama,Family",05/27/2021,1h 35m,https://www.themoviedb.org/movie/671295
Duck Duck Goose,62,"Animation,Family,Adventure,Comedy",07/20/2018,1h 22m,https://www.themoviedb.org/movie/375107
The Amityville Horror,63,Horror,07/27/1979,1h 57m,https://www.themoviedb.org/movie/11449
Forbidden Empire,59,"Thriller,Adventure,Mystery,Fantasy,Horror,Science Fiction",01/30/2014,2h 8m,https://www.themoviedb.org/movie/208763
Collateral,72,"Drama,Crime,Thriller",08/04/2004,2h,https://www.themoviedb.org/movie/1538
Checkered Ninja 2,63,"Animation,Comedy",08/19/2021,0,https://www.themoviedb.org/movie/778819
My Girlfriend Is an Agent,63,"Comedy,Action",04/04/2009,1h 52m,https://www.themoviedb.org/movie/18374
Duel,74,"Action,Thriller,TV Movie",04/22/1983,1h 30m,https://www.themoviedb.org/movie/839
Ken Park,59,Drama,08/31/2002,1h 37m,https://www.themoviedb.org/movie/7090
Disturbia,67,"Thriller,Drama,Mystery",04/13/2007,1h 45m,https://www.themoviedb.org/movie/8271
Kiss and Cry,73,"Romance,Drama,Music,TV Movie",02/10/2017,1h 35m,https://www.themoviedb.org/movie/440596
To Rome with Love,58,"Romance,Comedy,Drama",06/22/2012,1h 51m,https://www.themoviedb.org/movie/81836
Fear and Loathing in Las Vegas,72,"Adventure,Drama,Comedy",05/22/1998,1h 58m,https://www.themoviedb.org/movie/1878
Hotel Artemis,60,"Thriller,Science Fiction,Action",06/08/2018,1h 34m,https://www.themoviedb.org/movie/406761
Woochi : The Demon Slayer,66,"Adventure,Action,Comedy,Fantasy",12/23/2009,2h 16m,https://www.themoviedb.org/movie/40171
Rurouni Kenshin Part III: The Legend Ends,78,"Action,Adventure,Drama,Fantasy",09/13/2014,2h 15m,https://www.themoviedb.org/movie/221732
Mr. Brooks,69,"Crime,Thriller",06/01/2007,2h,https://www.themoviedb.org/movie/3432
Ultimate Avengers 2,68,"Adventure,Animation,Action,Science Fiction",08/08/2006,1h 13m,https://www.themoviedb.org/movie/14611
Police Academy 3: Back in Training,57,"Comedy,Crime",03/20/1986,1h 24m,https://www.themoviedb.org/movie/12118
"Karem, La Posesión",20,,12/31/2021,0,https://www.themoviedb.org/movie/671269
An Extremely Goofy Movie,63,"Animation,Family,Comedy",02/29/2000,1h 19m,https://www.themoviedb.org/movie/15653
Jesus Christ Superstar,71,"Music,History,Drama",08/15/1973,1h 48m,https://www.themoviedb.org/movie/12545
Open Season 2,58,"Adventure,Animation,Comedy,Family",01/27/2009,1h 16m,https://www.themoviedb.org/movie/13690
Are We There Yet?,56,"Family,Adventure,Comedy,Romance",01/21/2005,1h 35m,https://www.themoviedb.org/movie/11637
The Package,60,Comedy,08/10/2018,1h 34m,https://www.themoviedb.org/movie/503619
Scooby-Doo! and WWE: Curse of the Speed Demon,78,"Family,Animation,Comedy,Mystery",08/09/2016,1h 12m,https://www.themoviedb.org/movie/409122
I Give It a Year,55,"Comedy,Romance",02/08/2013,1h 37m,https://www.themoviedb.org/movie/150117
Willow,70,"Action,Adventure,Fantasy",05/20/1988,2h 6m,https://www.themoviedb.org/movie/847
"I, Frankenstein",53,"Horror,Thriller",01/24/2014,1h 32m,https://www.themoviedb.org/movie/100241
The Santa Clause 3: The Escape Clause,54,"Comedy,Family,Adventure",11/03/2006,1h 38m,https://www.themoviedb.org/movie/13767
The Girl in the Spider's Web,61,"Action,Crime,Thriller,Drama",11/21/2018,1h 55m,https://www.themoviedb.org/movie/446807
Fireheart,67,"Animation,Comedy,Family",07/13/2022,1h 32m,https://www.themoviedb.org/movie/778810
Waves,75,"Romance,Drama",01/17/2020,2h 16m,https://www.themoviedb.org/movie/533444
Joe Bell,59,"Drama,Adventure",07/23/2021,1h 33m,https://www.themoviedb.org/movie/552269
Los dias que no estuve,75,Drama,02/19/2021,0,https://www.themoviedb.org/movie/772173
Time of EVE: The Movie,73,"Animation,Science Fiction,Drama",03/06/2010,1h 46m,https://www.themoviedb.org/movie/234284
Meskina,66,"Comedy,Romance",07/15/2021,1h 34m,https://www.themoviedb.org/movie/841764
The Three Musketeers,58,"Adventure,Action,Thriller",10/14/2011,1h 50m,https://www.themoviedb.org/movie/52451
EverAfter,73,"Drama,Romance,Comedy",07/31/1998,2h 1m,https://www.themoviedb.org/movie/9454
Panic Room,67,"Crime,Drama,Thriller",03/29/2002,1h 51m,https://www.themoviedb.org/movie/4547
First Strike,64,"Action,Adventure,Comedy,Crime,Drama,Thriller",02/10/1996,1h 47m,https://www.themoviedb.org/movie/9404
Ginger Snaps,68,Horror,10/23/2001,1h 48m,https://www.themoviedb.org/movie/9871
The Women and the Murderer,61,"Documentary,Crime",09/09/2021,1h 32m,https://www.themoviedb.org/movie/866127
Green Street Hooligans,72,"Crime,Drama",03/12/2006,1h 49m,https://www.themoviedb.org/movie/8923
Tamayura: Graduation Photo Part 1 - Kizashi,62,"Drama,Animation",04/04/2015,52m,https://www.themoviedb.org/movie/342126
Kakurenbo: Hide & Seek,59,"Animation,Horror",03/03/2005,25m,https://www.themoviedb.org/movie/27812
Mary Queen of Scots,66,"Drama,History",12/21/2018,2h 4m,https://www.themoviedb.org/movie/457136
The Upside,71,"Comedy,Drama",01/11/2019,2h 6m,https://www.themoviedb.org/movie/440472
IO,49,Science Fiction,01/18/2019,1h 36m,https://www.themoviedb.org/movie/433249
The Italian Job,70,"Action,Crime,Comedy,Thriller",06/02/1969,1h 39m,https://www.themoviedb.org/movie/10536
Hide and Seek,64,"Horror,Mystery,Thriller",01/27/2005,1h 41m,https://www.themoviedb.org/movie/11096
Talk to Her,76,"Drama,Romance",03/15/2002,1h 52m,https://www.themoviedb.org/movie/64
Snowden,71,"Drama,History,Crime,Thriller",09/16/2016,2h 14m,https://www.themoviedb.org/movie/302401
Grand Isle,58,"Thriller,Action",12/06/2019,1h 37m,https://www.themoviedb.org/movie/560192
Memories of Murder,81,"Crime,Drama,Thriller",05/02/2003,2h 11m,https://www.themoviedb.org/movie/11423
Vice,44,"Thriller,Science Fiction,Action,Adventure",01/16/2015,1h 36m,https://www.themoviedb.org/movie/307663
Are We Done Yet?,57,"Family,Comedy",04/04/2007,1h 32m,https://www.themoviedb.org/movie/10172
Los verduleros,71,Comedy,02/07/1986,0,https://www.themoviedb.org/movie/204788
The Little Vampire,68,"Family,Adventure,Comedy,Fantasy",10/27/2000,1h 35m,https://www.themoviedb.org/movie/24100
Monster,72,"Crime,Drama",01/30/2004,1h 50m,https://www.themoviedb.org/movie/504
Earth and Blood,62,"Action,Thriller",04/17/2020,1h 20m,https://www.themoviedb.org/movie/659067
Happiest Season,74,"Romance,Comedy",11/26/2020,1h 42m,https://www.themoviedb.org/movie/520172
Max Payne,53,"Crime,Action,Drama,Thriller",11/28/2008,1h 40m,https://www.themoviedb.org/movie/13051
Mr. Deeds,58,"Comedy,Romance",06/28/2002,1h 36m,https://www.themoviedb.org/movie/2022
Halloween II,65,"Horror,Thriller",10/30/1981,1h 32m,https://www.themoviedb.org/movie/11281
Come Play,63,Horror,10/28/2020,1h 36m,https://www.themoviedb.org/movie/571384
The Apostle,64,Drama,10/01/2014,1h 57m,https://www.themoviedb.org/movie/294457
Rim of the World,60,"Science Fiction,Adventure,Action,Comedy",05/24/2019,1h 39m,https://www.themoviedb.org/movie/531306
Close,58,"Action,Thriller",01/18/2019,1h 35m,https://www.themoviedb.org/movie/460321
Alice Under the Table,40,,10/15/2015,0,https://www.themoviedb.org/movie/721045
The Danish Girl,76,Drama,01/22/2016,1h 59m,https://www.themoviedb.org/movie/306819
Pokémon: Zoroark - Master of Illusions,66,"Family,Animation,Adventure,Fantasy",07/10/2010,1h 36m,https://www.themoviedb.org/movie/50087
Balkan Line,77,"Drama,Action,War",03/31/2019,2h 10m,https://www.themoviedb.org/movie/517093
Luis and the Aliens,64,"Animation,Family",06/07/2018,1h 26m,https://www.themoviedb.org/movie/432383
The Banker,75,Drama,10/08/2020,2h,https://www.themoviedb.org/movie/627725
Big Tits Sisters,65,Drama,08/28/2020,1h 1m,https://www.themoviedb.org/movie/747358
Game of Death,64,"Drama,Action,Thriller,Crime",03/23/1978,1h 41m,https://www.themoviedb.org/movie/13333
Home Again,61,"Comedy,Drama,Romance",09/08/2017,1h 37m,https://www.themoviedb.org/movie/427900
Notre-Dame on Fire,0,Drama,03/16/2022,0,https://www.themoviedb.org/movie/811596
Alien Overlords,41,"Action,Science Fiction,Drama,Horror",11/14/2018,1h 16m,https://www.themoviedb.org/movie/561859
What's Your Number?,65,"Comedy,Romance",09/30/2011,1h 46m,https://www.themoviedb.org/movie/63492
Detective Conan: Magician of the Silver Sky,69,"Animation,Mystery",04/17/2004,1h 50m,https://www.themoviedb.org/movie/39203
Winners & Sinners,68,"Action,Adventure,Comedy,Crime",07/07/1983,1h 48m,https://www.themoviedb.org/movie/25539
Fullmetal Alchemist,53,"Action,Fantasy,Science Fiction",12/01/2017,2h 15m,https://www.themoviedb.org/movie/426285
Escobar: Paradise Lost,63,"Thriller,Romance",10/11/2014,2h,https://www.themoviedb.org/movie/255343
Shaun the Sheep Movie,70,"Family,Animation,Comedy,Adventure",02/06/2015,1h 25m,https://www.themoviedb.org/movie/263109
Domino,47,"Thriller,Action,Crime",06/06/2019,1h 29m,https://www.themoviedb.org/movie/455957
Entourage,62,Comedy,06/03/2015,1h 44m,https://www.themoviedb.org/movie/188222
The Current Occupant,56,"Thriller,Mystery,Horror",07/17/2020,1h 26m,https://www.themoviedb.org/movie/711715
تموت عليه,0,"Fantasy,Horror",03/14/2022,0,https://www.themoviedb.org/movie/937763
The Physician,73,"Adventure,Drama,History",12/05/2014,2h 35m,https://www.themoviedb.org/movie/169881
Muppets Most Wanted,63,"Comedy,Adventure,Crime,Family",03/21/2014,1h 52m,https://www.themoviedb.org/movie/145220
Godzilla: City on the Edge of Battle,65,"Animation,Science Fiction",05/18/2018,1h 45m,https://www.themoviedb.org/movie/492719
The Secret in Their Eyes,80,"Crime,Drama,Mystery",08/13/2009,2h 10m,https://www.themoviedb.org/movie/25376
For the Sake of Vicious,67,"Action,Horror,Mystery",04/16/2021,1h 20m,https://www.themoviedb.org/movie/722780
Tailgate,63,"Thriller,Horror",10/31/2019,1h 25m,https://www.themoviedb.org/movie/549435
Don't Be Afraid of the Dark,57,"Fantasy,Horror,Thriller",08/25/2011,1h 39m,https://www.themoviedb.org/movie/46261
Power/Rangers,71,"Action,Adventure,Science Fiction,Thriller",02/24/2015,14m,https://www.themoviedb.org/movie/327029
Tron,67,"Science Fiction,Action,Adventure",07/09/1982,1h 36m,https://www.themoviedb.org/movie/97
Backcountry,57,"Thriller,Drama,Horror",08/28/2015,1h 32m,https://www.themoviedb.org/movie/228973
Urban Legends: Bloody Mary,50,"Horror,Thriller",07/19/2005,1h 33m,https://www.themoviedb.org/movie/10292
Next Gen,70,"Animation,Action,Adventure,Family",09/07/2018,1h 45m,https://www.themoviedb.org/movie/523777
Argo,73,"Drama,Thriller",10/19/2012,2h,https://www.themoviedb.org/movie/68734
The Last Paradiso,60,"Drama,Romance",02/05/2021,1h 47m,https://www.themoviedb.org/movie/746422
The Counselor,52,"Thriller,Crime,Drama",11/15/2013,1h 57m,https://www.themoviedb.org/movie/109091
Hard Kill,51,"Action,Thriller",10/23/2020,1h 38m,https://www.themoviedb.org/movie/724989
The God Committee,70,Thriller,05/26/2022,1h 38m,https://www.themoviedb.org/movie/653024
Backtrace,54,Crime,01/10/2019,1h 27m,https://www.themoviedb.org/movie/512412
Room in Rome,64,"Drama,Romance",05/07/2010,1h 49m,https://www.themoviedb.org/movie/48650
The Royal Tenenbaums,75,"Comedy,Drama",01/02/2002,1h 50m,https://www.themoviedb.org/movie/9428
The Recruit,63,"Action,Thriller",01/31/2003,1h 55m,https://www.themoviedb.org/movie/1647
Hellraiser: Inferno,55,"Horror,Thriller,Mystery",10/03/2000,1h 39m,https://www.themoviedb.org/movie/12597
The Last Summer,60,"Romance,Comedy",05/03/2019,1h 49m,https://www.themoviedb.org/movie/502292
Wishmaster,59,"Horror,Science Fiction",09/19/1997,1h 30m,https://www.themoviedb.org/movie/10351
Manchester by the Sea,75,Drama,12/16/2016,2h 18m,https://www.themoviedb.org/movie/334541
Naked Gun 33⅓: The Final Insult,64,"Comedy,Crime",03/18/1994,1h 23m,https://www.themoviedb.org/movie/36593
Mirror,81,"Drama,History",03/07/1975,1h 47m,https://www.themoviedb.org/movie/1396
Anchorman 2: The Legend Continues,61,Comedy,12/18/2013,1h 59m,https://www.themoviedb.org/movie/109443
Swamp Thing,54,"Horror,Science Fiction",02/19/1982,1h 31m,https://www.themoviedb.org/movie/17918
Kaamelott: The First Chapter,71,"Adventure,Fantasy",07/21/2021,2h,https://www.themoviedb.org/movie/577242
Ghost in the Shell 2: Innocence,73,"Animation,Drama,Science Fiction",03/06/2004,1h 40m,https://www.themoviedb.org/movie/12140
Stealth,53,"Science Fiction,Action,War",07/29/2005,2h 1m,https://www.themoviedb.org/movie/10048
Machete Kills,56,"Action,Crime,Thriller",01/10/2014,1h 47m,https://www.themoviedb.org/movie/106747
Super Monsters Furever Friends,62,"Fantasy,Animation",04/16/2019,58m,https://www.themoviedb.org/movie/595503
The Call,76,"Thriller,Mystery,Science Fiction",11/27/2020,1h 52m,https://www.themoviedb.org/movie/575604
Sister Act,68,"Music,Comedy",05/28/1992,1h 40m,https://www.themoviedb.org/movie/2005
La Femme Nikita,71,"Action,Thriller",02/21/1990,1h 57m,https://www.themoviedb.org/movie/9322
The Book Thief,75,Drama,01/31/2014,2h 11m,https://www.themoviedb.org/movie/203833
Begin Again,73,"Comedy,Music,Romance,Drama",07/11/2014,1h 44m,https://www.themoviedb.org/movie/198277
In the Name of the King: A Dungeon Siege Tale,46,"Adventure,Fantasy,Action,Drama",01/11/2008,2h 7m,https://www.themoviedb.org/movie/2312
Still Working 9 to 5,0,Documentary,03/13/2022,1h 36m,https://www.themoviedb.org/movie/845421
Moon Knight,60,Action,01/17/2019,17m,https://www.themoviedb.org/movie/580096
Gretel & Hansel,60,"Horror,Fantasy,Thriller",01/31/2020,1h 27m,https://www.themoviedb.org/movie/542224
A Most Violent Year,66,"Crime,Drama,Thriller",01/30/2015,2h 5m,https://www.themoviedb.org/movie/241239
"No Retreat, No Surrender",62,Action,05/02/1986,1h 25m,https://www.themoviedb.org/movie/12721
Far and Away,67,"Adventure,Drama,Romance,Western",05/22/1992,2h 20m,https://www.themoviedb.org/movie/11259
Wishmaster 4: The Prophecy Fulfilled,47,Horror,10/22/2002,1h 32m,https://www.themoviedb.org/movie/38157
Abduction,59,"Thriller,Action,Mystery",09/23/2011,1h 46m,https://www.themoviedb.org/movie/59965
The Final Wish,52,Horror,01/24/2019,1h 35m,https://www.themoviedb.org/movie/554739
Bach vs Covid,0,Documentary,03/14/2022,1h 9m,https://www.themoviedb.org/movie/940007
Jimmy Neutron: Boy Genius,59,"Family,Action,Adventure,Animation,Comedy,Fantasy,Science Fiction",12/21/2001,1h 23m,https://www.themoviedb.org/movie/12589
Bridget Jones's Baby,64,"Comedy,Romance",09/16/2016,2h 3m,https://www.themoviedb.org/movie/95610
"Paris, Texas",81,Drama,08/23/1984,2h 25m,https://www.themoviedb.org/movie/655
South of Heaven,64,"Crime,Thriller,Drama,Romance",10/08/2021,2h,https://www.themoviedb.org/movie/645861
Dos vidas,0,Drama,03/14/2022,0,https://www.themoviedb.org/movie/878156
The November Man,61,"Crime,Action,Thriller",08/27/2014,1h 48m,https://www.themoviedb.org/movie/254904
Spaceballs,68,"Comedy,Science Fiction",06/24/1987,1h 36m,https://www.themoviedb.org/movie/957
The King's Speech,77,"Drama,History",03/04/2011,1h 58m,https://www.themoviedb.org/movie/45269
Atonement,77,"Drama,Romance",09/07/2007,2h 3m,https://www.themoviedb.org/movie/4347
Beauty in Rope Hell,47,,08/26/1983,1h 17m,https://www.themoviedb.org/movie/185689
How to Make Love to a Woman,45,"Comedy,Romance",07/13/2010,1h 31m,https://www.themoviedb.org/movie/40722
Never Say Never Again,60,"Adventure,Action,Thriller",10/07/1983,2h 14m,https://www.themoviedb.org/movie/36670
The Christmas Chronicles,71,"Comedy,Adventure,Family,Fantasy",11/22/2018,1h 44m,https://www.themoviedb.org/movie/527435
Coma,63,Science Fiction,01/30/2020,1h 51m,https://www.themoviedb.org/movie/430155
Justice League: Secret Origins,77,"Science Fiction,Animation,Action,Adventure",11/17/2001,1h,https://www.themoviedb.org/movie/300386
Harold & Kumar Go to White Castle,65,"Comedy,Adventure",05/30/2004,1h 28m,https://www.themoviedb.org/movie/11282
Love Scenes,75,Drama,01/01/1984,1h 22m,https://www.themoviedb.org/movie/165629
Fire in the Sky,65,"Science Fiction,Drama,Mystery",03/12/1993,1h 49m,https://www.themoviedb.org/movie/15613
The Benchwarmers,58,Comedy,04/07/2006,1h 20m,https://www.themoviedb.org/movie/9957
Highlander,69,"Adventure,Action,Fantasy",08/29/1986,1h 56m,https://www.themoviedb.org/movie/8009
The Long Kiss Goodnight,66,"Crime,Action,Mystery,Thriller",10/11/1996,2h 1m,https://www.themoviedb.org/movie/11412
The Call,55,"Horror,Thriller",10/23/2020,1h 37m,https://www.themoviedb.org/movie/746817
Close My Eyes,61,"Drama,Romance",11/22/1991,1h 49m,https://www.themoviedb.org/movie/53896
Bridesmaids,65,"Comedy,Romance",05/13/2011,2h 5m,https://www.themoviedb.org/movie/55721
Hot Tub Time Machine 2,52,Comedy,02/20/2015,1h 33m,https://www.themoviedb.org/movie/243938
The 16th Episode,44,Horror,06/28/2019,1h 33m,https://www.themoviedb.org/movie/610704
The Last Black Man in San Francisco,72,Drama,10/25/2019,2h 1m,https://www.themoviedb.org/movie/522039
Haunt,67,"Horror,Thriller",09/13/2019,1h 32m,https://www.themoviedb.org/movie/517116
A Turtle's Tale 2: Sammy's Escape from Paradise,58,"Adventure,Animation",12/13/2013,1h 32m,https://www.themoviedb.org/movie/113594
Le Chef,62,Comedy,03/07/2012,1h 24m,https://www.themoviedb.org/movie/85872
Sexo e a Metrópole,64,,06/18/2004,0,https://www.themoviedb.org/movie/687920
The Five-Year Engagement,58,"Comedy,Romance",04/27/2012,2h 4m,https://www.themoviedb.org/movie/72207
Starship Troopers 2: Hero of the Federation,42,"Adventure,Horror,Action,Science Fiction",04/24/2004,1h 28m,https://www.themoviedb.org/movie/10304
Ebola Zombies,67,"Horror,Science Fiction",03/23/2015,1h 30m,https://www.themoviedb.org/movie/329824
Barely Legal,62,Comedy,10/21/2005,1h 30m,https://www.themoviedb.org/movie/15276
Beneath,54,Horror,07/25/2014,1h 29m,https://www.themoviedb.org/movie/257874
13 Minutes,58,Drama,10/29/2021,1h 49m,https://www.themoviedb.org/movie/787723
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",78,"Documentary,Music",07/02/2021,1h 57m,https://www.themoviedb.org/movie/776527
American Ninja,59,Action,08/30/1985,1h 35m,https://www.themoviedb.org/movie/12500
Ju-on: The Grudge,68,Horror,01/25/2003,1h 32m,https://www.themoviedb.org/movie/11838
Zombeavers,49,"Horror,Action,Comedy",03/20/2015,1h 25m,https://www.themoviedb.org/movie/254474
Last Vegas,64,Comedy,11/22/2013,1h 45m,https://www.themoviedb.org/movie/137093
The Whole Truth,65,"Drama,Thriller",10/21/2016,1h 33m,https://www.themoviedb.org/movie/331583
Old School,66,Comedy,02/21/2003,1h 28m,https://www.themoviedb.org/movie/11635
The NeverEnding Story II: The Next Chapter,57,"Drama,Family,Fantasy,Adventure",02/07/1991,1h 29m,https://www.themoviedb.org/movie/34636
Fearless Hyena,67,"Comedy,Action",02/17/1979,1h 37m,https://www.themoviedb.org/movie/19274
Line of Duty,60,"Thriller,Crime",01/03/2020,1h 38m,https://www.themoviedb.org/movie/346709
Blast from the Past,67,"Science Fiction,Drama,Romance,Comedy",02/12/1999,1h 52m,https://www.themoviedb.org/movie/11622
Van Wilder: Freshman Year,54,Comedy,06/02/2009,1h 40m,https://www.themoviedb.org/movie/19824
Blackway,53,"Thriller,Mystery",10/03/2015,1h 30m,https://www.themoviedb.org/movie/359790
Vertical Limit,60,"Adventure,Action,Thriller",12/08/2000,2h 4m,https://www.themoviedb.org/movie/11678
Open Season 3,57,"Adventure,Animation,Family,Comedy",10/21/2010,1h 15m,https://www.themoviedb.org/movie/51170
Beautiful Creatures,60,"Fantasy,Drama,Romance",02/14/2013,2h 4m,https://www.themoviedb.org/movie/109491
Kung Fu Panda: Secrets of the Furious Five,67,"Animation,Family,Action",11/08/2008,25m,https://www.themoviedb.org/movie/15854
American Me,73,"Crime,Drama",03/13/1992,2h 5m,https://www.themoviedb.org/movie/13199
Lev Yashin. The Dream Goalkeeper,81,Drama,11/28/2019,2h,https://www.themoviedb.org/movie/513514
Conan the Destroyer,61,"Adventure,Fantasy,Action",06/29/1984,1h 43m,https://www.themoviedb.org/movie/9610
Final Score,61,Action,09/07/2018,1h 45m,https://www.themoviedb.org/movie/421658
The Dukes of Hazzard,55,"Comedy,Adventure,Action",08/05/2005,1h 44m,https://www.themoviedb.org/movie/6519
The First King,71,History,01/31/2019,2h 3m,https://www.themoviedb.org/movie/565179
3 Days to Kill,61,"Action,Drama,Thriller",02/14/2014,1h 53m,https://www.themoviedb.org/movie/192102
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,67,"Action,Adventure,Animation,Family,Comedy",02/10/2015,48m,https://www.themoviedb.org/movie/322456
Days of Thunder,63,"Adventure,Action,Romance,Drama",06/27/1990,1h 47m,https://www.themoviedb.org/movie/2119
El Angel,74,"Drama,Crime",08/09/2018,1h 55m,https://www.themoviedb.org/movie/507505
Pinocchio,48,"Animation,Drama,Fantasy",12/24/2013,1h 19m,https://www.themoviedb.org/movie/246790
Imagine Me & You,76,"Drama,Comedy,Romance",06/16/2006,1h 33m,https://www.themoviedb.org/movie/1544
Hotel Mumbai,76,"Thriller,History,Drama,Action",03/29/2019,2h 3m,https://www.themoviedb.org/movie/416144
Tremors 4: The Legend Begins,55,"Action,Comedy,Horror,Western",01/02/2004,1h 41m,https://www.themoviedb.org/movie/10891
The Taking of Deborah Logan,64,"Horror,Mystery,Thriller",10/21/2014,1h 30m,https://www.themoviedb.org/movie/297608
Cruel Intentions 2,49,Drama,11/09/2000,1h 27m,https://www.themoviedb.org/movie/5458
SlugTerra: Return of the Elementals,64,"Family,Animation,Adventure",08/02/2014,1h 3m,https://www.themoviedb.org/movie/283564
Scooby-Doo! Return to Zombie Island,70,"Animation,Comedy,Family,Adventure",10/01/2019,1h 20m,https://www.themoviedb.org/movie/615774
Assassination Nation,63,"Thriller,Horror,Comedy",09/21/2018,1h 48m,https://www.themoviedb.org/movie/446101
Sex and Zen,56,"Drama,Adventure,Comedy,Romance",11/30/1991,1h 39m,https://www.themoviedb.org/movie/45491
Trinity Is Still My Name,74,"Comedy,Western",10/21/1971,1h 57m,https://www.themoviedb.org/movie/11829
The Darkest Hour,53,"Horror,Action,Thriller,Science Fiction",12/25/2011,1h 29m,https://www.themoviedb.org/movie/71469
Dragons Forever,71,"Action,Comedy,Romance",02/11/1988,1h 33m,https://www.themoviedb.org/movie/21733
True Story,63,"Crime,Drama,History",04/17/2015,1h 39m,https://www.themoviedb.org/movie/245706
Long Shot,67,"Comedy,Romance",05/03/2019,2h 5m,https://www.themoviedb.org/movie/459992
My Own Private Idaho,71,"Drama,Adventure",02/01/1991,1h 44m,https://www.themoviedb.org/movie/468
Kalashnikov AK-47,76,"War,History,Drama",02/20/2020,1h 45m,https://www.themoviedb.org/movie/592279
*batteries not included,67,"Science Fiction,Comedy,Family,Fantasy",12/18/1987,1h 46m,https://www.themoviedb.org/movie/11548
Hoodwinked!,62,"Animation,Comedy,Family,Crime",12/16/2005,1h 22m,https://www.themoviedb.org/movie/10982
Pokémon: The Mastermind of Mirage Pokémon,67,"Animation,Action,Adventure",09/19/2006,45m,https://www.themoviedb.org/movie/137773
They Call Me Jeeg,75,"Crime,Drama,Action,Science Fiction",02/25/2016,1h 52m,https://www.themoviedb.org/movie/364433
Perfect Blue,83,"Animation,Thriller",07/25/1997,1h 21m,https://www.themoviedb.org/movie/10494
Ultraviolet,52,"Science Fiction,Action,Thriller",04/11/2008,1h 27m,https://www.themoviedb.org/movie/9920
Mimic 2,52,"Horror,Science Fiction,Thriller",07/17/2001,1h 22m,https://www.themoviedb.org/movie/10706
The Quest,61,"Action,Adventure",04/26/1996,1h 35m,https://www.themoviedb.org/movie/9103
Sexy Comedy,53,Comedy,01/26/2001,0,https://www.themoviedb.org/movie/156143
After the Rain,75,"Romance,Drama",05/25/2018,1h 51m,https://www.themoviedb.org/movie/520576
How to Find Forever,0,"TV Movie,Comedy,Romance,Family",03/16/2022,1h 25m,https://www.themoviedb.org/movie/892869
An Optical Illusion - Interval,48,Thriller,03/26/2021,1h 18m,https://www.themoviedb.org/movie/734818
Waiting...,63,Comedy,10/07/2005,1h 34m,https://www.themoviedb.org/movie/7553
August Rush,74,"Family,Drama,Music",11/21/2007,1h 54m,https://www.themoviedb.org/movie/5123
Talladega Nights: The Ballad of Ricky Bobby,63,Comedy,08/04/2006,1h 46m,https://www.themoviedb.org/movie/9718
Ammonite,71,"Romance,Drama",11/13/2020,1h 58m,https://www.themoviedb.org/movie/568467
Judgment at Nuremberg,81,"Drama,History,War",12/19/1961,2h 59m,https://www.themoviedb.org/movie/821
Nancy Drew and the Hidden Staircase,65,"Crime,Family,Comedy,Mystery",03/15/2019,1h 29m,https://www.themoviedb.org/movie/519473
The Dead Don't Die,55,"Comedy,Horror,Fantasy",06/14/2019,1h 44m,https://www.themoviedb.org/movie/535581
